snapshot,timestamp,src,dst
0,2026-03-17T07:45:05.507553+00:00,4,66
0,2026-03-17T07:45:05.507553+00:00,4,72
0,2026-03-17T07:45:05.507553+00:00,4,82
0,2026-03-17T07:45:05.507553+00:00,4,88
0,2026-03-17T07:45:05.507553+00:00,4,104
0,2026-03-17T07:45:05.507553+00:00,5,6
0,2026-03-17T07:45:05.507553+00:00,5,7
0,2026-03-17T07:45:05.507553+00:00,5,8
0,2026-03-17T07:45:05.507553+00:00,5,9
0,2026-03-17T07:45:05.507553+00:00,5,10
0,2026-03-17T07:45:05.507553+00:00,5,11
0,2026-03-17T07:45:05.507553+00:00,5,12
0,2026-03-17T07:45:05.507553+00:00,5,13
0,2026-03-17T07:45:05.507553+00:00,5,14
0,2026-03-17T07:45:05.507553+00:00,5,15
0,2026-03-17T07:45:05.507553+00:00,5,16
0,2026-03-17T07:45:05.507553+00:00,5,17
0,2026-03-17T07:45:05.507553+00:00,5,18
0,2026-03-17T07:45:05.507553+00:00,5,19
0,2026-03-17T07:45:05.507553+00:00,5,21
0,2026-03-17T07:45:05.507553+00:00,5,22
0,2026-03-17T07:45:05.507553+00:00,5,23
0,2026-03-17T07:45:05.507553+00:00,5,24
0,2026-03-17T07:45:05.507553+00:00,5,25
0,2026-03-17T07:45:05.507553+00:00,5,26
0,2026-03-17T07:45:05.507553+00:00,5,27
0,2026-03-17T07:45:05.507553+00:00,5,28
0,2026-03-17T07:45:05.507553+00:00,5,29
0,2026-03-17T07:45:05.507553+00:00,5,30
0,2026-03-17T07:45:05.507553+00:00,5,31
0,2026-03-17T07:45:05.507553+00:00,5,32
0,2026-03-17T07:45:05.507553+00:00,5,33
0,2026-03-17T07:45:05.507553+00:00,5,34
0,2026-03-17T07:45:05.507553+00:00,5,35
0,2026-03-17T07:45:05.507553+00:00,5,36
0,2026-03-17T07:45:05.507553+00:00,5,37
0,2026-03-17T07:45:05.507553+00:00,5,38
0,2026-03-17T07:45:05.507553+00:00,5,39
0,2026-03-17T07:45:05.507553+00:00,5,40
0,2026-03-17T07:45:05.507553+00:00,5,41
0,2026-03-17T07:45:05.507553+00:00,5,42
0,2026-03-17T07:45:05.507553+00:00,5,44
0,2026-03-17T07:45:05.507553+00:00,5,47
0,2026-03-17T07:45:05.507553+00:00,5,49
0,2026-03-17T07:45:05.507553+00:00,5,51
0,2026-03-17T07:45:05.507553+00:00,5,52
0,2026-03-17T07:45:05.507553+00:00,5,53
0,2026-03-17T07:45:05.507553+00:00,5,54
0,2026-03-17T07:45:05.507553+00:00,5,59
0,2026-03-17T07:45:05.507553+00:00,5,60
0,2026-03-17T07:45:05.507553+00:00,5,87
0,2026-03-17T07:45:05.507553+00:00,5,102
0,2026-03-17T07:45:05.507553+00:00,6,7
0,2026-03-17T07:45:05.507553+00:00,6,8
0,2026-03-17T07:45:05.507553+00:00,6,9
0,2026-03-17T07:45:05.507553+00:00,6,10
0,2026-03-17T07:45:05.507553+00:00,6,11
0,2026-03-17T07:45:05.507553+00:00,6,12
0,2026-03-17T07:45:05.507553+00:00,6,13
0,2026-03-17T07:45:05.507553+00:00,6,14
0,2026-03-17T07:45:05.507553+00:00,6,15
0,2026-03-17T07:45:05.507553+00:00,6,16
0,2026-03-17T07:45:05.507553+00:00,6,17
0,2026-03-17T07:45:05.507553+00:00,6,18
0,2026-03-17T07:45:05.507553+00:00,6,19
0,2026-03-17T07:45:05.507553+00:00,6,20
0,2026-03-17T07:45:05.507553+00:00,6,21
0,2026-03-17T07:45:05.507553+00:00,6,22
0,2026-03-17T07:45:05.507553+00:00,6,23
0,2026-03-17T07:45:05.507553+00:00,6,24
0,2026-03-17T07:45:05.507553+00:00,6,25
0,2026-03-17T07:45:05.507553+00:00,6,26
0,2026-03-17T07:45:05.507553+00:00,6,27
0,2026-03-17T07:45:05.507553+00:00,6,28
0,2026-03-17T07:45:05.507553+00:00,6,29
0,2026-03-17T07:45:05.507553+00:00,6,30
0,2026-03-17T07:45:05.507553+00:00,6,31
0,2026-03-17T07:45:05.507553+00:00,6,32
0,2026-03-17T07:45:05.507553+00:00,6,33
0,2026-03-17T07:45:05.507553+00:00,6,34
0,2026-03-17T07:45:05.507553+00:00,6,35
0,2026-03-17T07:45:05.507553+00:00,6,36
0,2026-03-17T07:45:05.507553+00:00,6,38
0,2026-03-17T07:45:05.507553+00:00,6,40
0,2026-03-17T07:45:05.507553+00:00,6,41
0,2026-03-17T07:45:05.507553+00:00,6,42
0,2026-03-17T07:45:05.507553+00:00,6,43
0,2026-03-17T07:45:05.507553+00:00,6,49
0,2026-03-17T07:45:05.507553+00:00,6,51
0,2026-03-17T07:45:05.507553+00:00,6,52
0,2026-03-17T07:45:05.507553+00:00,6,53
0,2026-03-17T07:45:05.507553+00:00,6,54
0,2026-03-17T07:45:05.507553+00:00,6,57
0,2026-03-17T07:45:05.507553+00:00,6,58
0,2026-03-17T07:45:05.507553+00:00,6,59
0,2026-03-17T07:45:05.507553+00:00,6,66
0,2026-03-17T07:45:05.507553+00:00,6,68
0,2026-03-17T07:45:05.507553+00:00,6,88
0,2026-03-17T07:45:05.507553+00:00,6,107
0,2026-03-17T07:45:05.507553+00:00,7,8
0,2026-03-17T07:45:05.507553+00:00,7,9
0,2026-03-17T07:45:05.507553+00:00,7,10
0,2026-03-17T07:45:05.507553+00:00,7,11
0,2026-03-17T07:45:05.507553+00:00,7,12
0,2026-03-17T07:45:05.507553+00:00,7,13
0,2026-03-17T07:45:05.507553+00:00,7,14
0,2026-03-17T07:45:05.507553+00:00,7,15
0,2026-03-17T07:45:05.507553+00:00,7,16
0,2026-03-17T07:45:05.507553+00:00,7,17
0,2026-03-17T07:45:05.507553+00:00,7,18
0,2026-03-17T07:45:05.507553+00:00,7,19
0,2026-03-17T07:45:05.507553+00:00,7,21
0,2026-03-17T07:45:05.507553+00:00,7,22
0,2026-03-17T07:45:05.507553+00:00,7,23
0,2026-03-17T07:45:05.507553+00:00,7,24
0,2026-03-17T07:45:05.507553+00:00,7,25
0,2026-03-17T07:45:05.507553+00:00,7,26
0,2026-03-17T07:45:05.507553+00:00,7,27
0,2026-03-17T07:45:05.507553+00:00,7,28
0,2026-03-17T07:45:05.507553+00:00,7,29
0,2026-03-17T07:45:05.507553+00:00,7,30
0,2026-03-17T07:45:05.507553+00:00,7,31
0,2026-03-17T07:45:05.507553+00:00,7,32
0,2026-03-17T07:45:05.507553+00:00,7,33
0,2026-03-17T07:45:05.507553+00:00,7,34
0,2026-03-17T07:45:05.507553+00:00,7,35
0,2026-03-17T07:45:05.507553+00:00,7,36
0,2026-03-17T07:45:05.507553+00:00,7,38
0,2026-03-17T07:45:05.507553+00:00,7,40
0,2026-03-17T07:45:05.507553+00:00,7,41
0,2026-03-17T07:45:05.507553+00:00,7,42
0,2026-03-17T07:45:05.507553+00:00,7,44
0,2026-03-17T07:45:05.507553+00:00,7,47
0,2026-03-17T07:45:05.507553+00:00,7,49
0,2026-03-17T07:45:05.507553+00:00,7,51
0,2026-03-17T07:45:05.507553+00:00,7,52
0,2026-03-17T07:45:05.507553+00:00,7,53
0,2026-03-17T07:45:05.507553+00:00,7,54
0,2026-03-17T07:45:05.507553+00:00,7,58
0,2026-03-17T07:45:05.507553+00:00,7,60
0,2026-03-17T07:45:05.507553+00:00,7,63
0,2026-03-17T07:45:05.507553+00:00,7,68
0,2026-03-17T07:45:05.507553+00:00,7,83
0,2026-03-17T07:45:05.507553+00:00,7,88
0,2026-03-17T07:45:05.507553+00:00,7,102
0,2026-03-17T07:45:05.507553+00:00,8,9
0,2026-03-17T07:45:05.507553+00:00,8,10
0,2026-03-17T07:45:05.507553+00:00,8,11
0,2026-03-17T07:45:05.507553+00:00,8,12
0,2026-03-17T07:45:05.507553+00:00,8,13
0,2026-03-17T07:45:05.507553+00:00,8,14
0,2026-03-17T07:45:05.507553+00:00,8,15
0,2026-03-17T07:45:05.507553+00:00,8,16
0,2026-03-17T07:45:05.507553+00:00,8,17
0,2026-03-17T07:45:05.507553+00:00,8,18
0,2026-03-17T07:45:05.507553+00:00,8,19
0,2026-03-17T07:45:05.507553+00:00,8,21
0,2026-03-17T07:45:05.507553+00:00,8,22
0,2026-03-17T07:45:05.507553+00:00,8,23
0,2026-03-17T07:45:05.507553+00:00,8,24
0,2026-03-17T07:45:05.507553+00:00,8,25
0,2026-03-17T07:45:05.507553+00:00,8,26
0,2026-03-17T07:45:05.507553+00:00,8,27
0,2026-03-17T07:45:05.507553+00:00,8,28
0,2026-03-17T07:45:05.507553+00:00,8,29
0,2026-03-17T07:45:05.507553+00:00,8,30
0,2026-03-17T07:45:05.507553+00:00,8,31
0,2026-03-17T07:45:05.507553+00:00,8,32
0,2026-03-17T07:45:05.507553+00:00,8,33
0,2026-03-17T07:45:05.507553+00:00,8,34
0,2026-03-17T07:45:05.507553+00:00,8,35
0,2026-03-17T07:45:05.507553+00:00,8,36
0,2026-03-17T07:45:05.507553+00:00,8,37
0,2026-03-17T07:45:05.507553+00:00,8,38
0,2026-03-17T07:45:05.507553+00:00,8,39
0,2026-03-17T07:45:05.507553+00:00,8,40
0,2026-03-17T07:45:05.507553+00:00,8,41
0,2026-03-17T07:45:05.507553+00:00,8,42
0,2026-03-17T07:45:05.507553+00:00,8,43
0,2026-03-17T07:45:05.507553+00:00,8,44
0,2026-03-17T07:45:05.507553+00:00,8,45
0,2026-03-17T07:45:05.507553+00:00,8,47
0,2026-03-17T07:45:05.507553+00:00,8,50
0,2026-03-17T07:45:05.507553+00:00,8,51
0,2026-03-17T07:45:05.507553+00:00,8,52
0,2026-03-17T07:45:05.507553+00:00,8,53
0,2026-03-17T07:45:05.507553+00:00,8,54
0,2026-03-17T07:45:05.507553+00:00,8,59
0,2026-03-17T07:45:05.507553+00:00,8,60
0,2026-03-17T07:45:05.507553+00:00,8,91
0,2026-03-17T07:45:05.507553+00:00,9,10
0,2026-03-17T07:45:05.507553+00:00,9,11
0,2026-03-17T07:45:05.507553+00:00,9,12
0,2026-03-17T07:45:05.507553+00:00,9,13
0,2026-03-17T07:45:05.507553+00:00,9,14
0,2026-03-17T07:45:05.507553+00:00,9,15
0,2026-03-17T07:45:05.507553+00:00,9,16
0,2026-03-17T07:45:05.507553+00:00,9,17
0,2026-03-17T07:45:05.507553+00:00,9,18
0,2026-03-17T07:45:05.507553+00:00,9,19
0,2026-03-17T07:45:05.507553+00:00,9,20
0,2026-03-17T07:45:05.507553+00:00,9,21
0,2026-03-17T07:45:05.507553+00:00,9,22
0,2026-03-17T07:45:05.507553+00:00,9,23
0,2026-03-17T07:45:05.507553+00:00,9,24
0,2026-03-17T07:45:05.507553+00:00,9,25
0,2026-03-17T07:45:05.507553+00:00,9,26
0,2026-03-17T07:45:05.507553+00:00,9,27
0,2026-03-17T07:45:05.507553+00:00,9,28
0,2026-03-17T07:45:05.507553+00:00,9,29
0,2026-03-17T07:45:05.507553+00:00,9,30
0,2026-03-17T07:45:05.507553+00:00,9,31
0,2026-03-17T07:45:05.507553+00:00,9,32
0,2026-03-17T07:45:05.507553+00:00,9,33
0,2026-03-17T07:45:05.507553+00:00,9,34
0,2026-03-17T07:45:05.507553+00:00,9,35
0,2026-03-17T07:45:05.507553+00:00,9,36
0,2026-03-17T07:45:05.507553+00:00,9,38
0,2026-03-17T07:45:05.507553+00:00,9,39
0,2026-03-17T07:45:05.507553+00:00,9,40
0,2026-03-17T07:45:05.507553+00:00,9,42
0,2026-03-17T07:45:05.507553+00:00,9,43
0,2026-03-17T07:45:05.507553+00:00,9,44
0,2026-03-17T07:45:05.507553+00:00,9,45
0,2026-03-17T07:45:05.507553+00:00,9,50
0,2026-03-17T07:45:05.507553+00:00,9,54
0,2026-03-17T07:45:05.507553+00:00,9,55
0,2026-03-17T07:45:05.507553+00:00,9,59
0,2026-03-17T07:45:05.507553+00:00,9,61
0,2026-03-17T07:45:05.507553+00:00,9,62
0,2026-03-17T07:45:05.507553+00:00,9,70
0,2026-03-17T07:45:05.507553+00:00,9,78
0,2026-03-17T07:45:05.507553+00:00,9,84
0,2026-03-17T07:45:05.507553+00:00,9,102
0,2026-03-17T07:45:05.507553+00:00,10,11
0,2026-03-17T07:45:05.507553+00:00,10,13
0,2026-03-17T07:45:05.507553+00:00,10,14
0,2026-03-17T07:45:05.507553+00:00,10,15
0,2026-03-17T07:45:05.507553+00:00,10,16
0,2026-03-17T07:45:05.507553+00:00,10,17
0,2026-03-17T07:45:05.507553+00:00,10,20
0,2026-03-17T07:45:05.507553+00:00,10,22
0,2026-03-17T07:45:05.507553+00:00,10,23
0,2026-03-17T07:45:05.507553+00:00,10,24
0,2026-03-17T07:45:05.507553+00:00,10,25
0,2026-03-17T07:45:05.507553+00:00,10,26
0,2026-03-17T07:45:05.507553+00:00,10,28
0,2026-03-17T07:45:05.507553+00:00,10,30
0,2026-03-17T07:45:05.507553+00:00,10,33
0,2026-03-17T07:45:05.507553+00:00,10,34
0,2026-03-17T07:45:05.507553+00:00,10,35
0,2026-03-17T07:45:05.507553+00:00,10,36
0,2026-03-17T07:45:05.507553+00:00,10,38
0,2026-03-17T07:45:05.507553+00:00,10,40
0,2026-03-17T07:45:05.507553+00:00,10,42
0,2026-03-17T07:45:05.507553+00:00,10,43
0,2026-03-17T07:45:05.507553+00:00,10,44
0,2026-03-17T07:45:05.507553+00:00,10,45
0,2026-03-17T07:45:05.507553+00:00,10,46
0,2026-03-17T07:45:05.507553+00:00,10,47
0,2026-03-17T07:45:05.507553+00:00,10,49
0,2026-03-17T07:45:05.507553+00:00,10,50
0,2026-03-17T07:45:05.507553+00:00,10,51
0,2026-03-17T07:45:05.507553+00:00,10,52
0,2026-03-17T07:45:05.507553+00:00,10,53
0,2026-03-17T07:45:05.507553+00:00,10,54
0,2026-03-17T07:45:05.507553+00:00,10,55
0,2026-03-17T07:45:05.507553+00:00,10,57
0,2026-03-17T07:45:05.507553+00:00,10,58
0,2026-03-17T07:45:05.507553+00:00,10,61
0,2026-03-17T07:45:05.507553+00:00,10,62
0,2026-03-17T07:45:05.507553+00:00,10,63
0,2026-03-17T07:45:05.507553+00:00,10,64
0,2026-03-17T07:45:05.507553+00:00,10,66
0,2026-03-17T07:45:05.507553+00:00,10,70
0,2026-03-17T07:45:05.507553+00:00,10,81
0,2026-03-17T07:45:05.507553+00:00,10,86
0,2026-03-17T07:45:05.507553+00:00,11,12
0,2026-03-17T07:45:05.507553+00:00,11,13
0,2026-03-17T07:45:05.507553+00:00,11,15
0,2026-03-17T07:45:05.507553+00:00,11,16
0,2026-03-17T07:45:05.507553+00:00,11,17
0,2026-03-17T07:45:05.507553+00:00,11,19
0,2026-03-17T07:45:05.507553+00:00,11,21
0,2026-03-17T07:45:05.507553+00:00,11,22
0,2026-03-17T07:45:05.507553+00:00,11,23
0,2026-03-17T07:45:05.507553+00:00,11,24
0,2026-03-17T07:45:05.507553+00:00,11,25
0,2026-03-17T07:45:05.507553+00:00,11,26
0,2026-03-17T07:45:05.507553+00:00,11,27
0,2026-03-17T07:45:05.507553+00:00,11,28
0,2026-03-17T07:45:05.507553+00:00,11,30
0,2026-03-17T07:45:05.507553+00:00,11,31
0,2026-03-17T07:45:05.507553+00:00,11,32
0,2026-03-17T07:45:05.507553+00:00,11,33
0,2026-03-17T07:45:05.507553+00:00,11,38
0,2026-03-17T07:45:05.507553+00:00,11,39
0,2026-03-17T07:45:05.507553+00:00,11,41
0,2026-03-17T07:45:05.507553+00:00,11,42
0,2026-03-17T07:45:05.507553+00:00,11,44
0,2026-03-17T07:45:05.507553+00:00,11,45
0,2026-03-17T07:45:05.507553+00:00,11,47
0,2026-03-17T07:45:05.507553+00:00,11,49
0,2026-03-17T07:45:05.507553+00:00,11,50
0,2026-03-17T07:45:05.507553+00:00,11,51
0,2026-03-17T07:45:05.507553+00:00,11,52
0,2026-03-17T07:45:05.507553+00:00,11,53
0,2026-03-17T07:45:05.507553+00:00,11,57
0,2026-03-17T07:45:05.507553+00:00,11,58
0,2026-03-17T07:45:05.507553+00:00,11,59
0,2026-03-17T07:45:05.507553+00:00,11,60
0,2026-03-17T07:45:05.507553+00:00,11,61
0,2026-03-17T07:45:05.507553+00:00,11,63
0,2026-03-17T07:45:05.507553+00:00,11,65
0,2026-03-17T07:45:05.507553+00:00,11,66
0,2026-03-17T07:45:05.507553+00:00,11,90
0,2026-03-17T07:45:05.507553+00:00,11,91
0,2026-03-17T07:45:05.507553+00:00,11,104
0,2026-03-17T07:45:05.507553+00:00,12,15
0,2026-03-17T07:45:05.507553+00:00,12,16
0,2026-03-17T07:45:05.507553+00:00,12,17
0,2026-03-17T07:45:05.507553+00:00,12,24
0,2026-03-17T07:45:05.507553+00:00,12,25
0,2026-03-17T07:45:05.507553+00:00,12,29
0,2026-03-17T07:45:05.507553+00:00,12,31
0,2026-03-17T07:45:05.507553+00:00,12,35
0,2026-03-17T07:45:05.507553+00:00,12,37
0,2026-03-17T07:45:05.507553+00:00,12,39
0,2026-03-17T07:45:05.507553+00:00,12,40
0,2026-03-17T07:45:05.507553+00:00,12,42
0,2026-03-17T07:45:05.507553+00:00,12,43
0,2026-03-17T07:45:05.507553+00:00,12,45
0,2026-03-17T07:45:05.507553+00:00,12,47
0,2026-03-17T07:45:05.507553+00:00,12,49
0,2026-03-17T07:45:05.507553+00:00,12,50
0,2026-03-17T07:45:05.507553+00:00,12,51
0,2026-03-17T07:45:05.507553+00:00,12,52
0,2026-03-17T07:45:05.507553+00:00,12,53
0,2026-03-17T07:45:05.507553+00:00,12,54
0,2026-03-17T07:45:05.507553+00:00,12,55
0,2026-03-17T07:45:05.507553+00:00,12,58
0,2026-03-17T07:45:05.507553+00:00,12,59
0,2026-03-17T07:45:05.507553+00:00,12,60
0,2026-03-17T07:45:05.507553+00:00,12,61
0,2026-03-17T07:45:05.507553+00:00,12,62
0,2026-03-17T07:45:05.507553+00:00,12,63
0,2026-03-17T07:45:05.507553+00:00,12,64
0,2026-03-17T07:45:05.507553+00:00,12,66
0,2026-03-17T07:45:05.507553+00:00,12,68
0,2026-03-17T07:45:05.507553+00:00,12,70
0,2026-03-17T07:45:05.507553+00:00,12,77
0,2026-03-17T07:45:05.507553+00:00,12,78
0,2026-03-17T07:45:05.507553+00:00,12,88
0,2026-03-17T07:45:05.507553+00:00,12,95
0,2026-03-17T07:45:05.507553+00:00,12,100
0,2026-03-17T07:45:05.507553+00:00,12,105
0,2026-03-17T07:45:05.507553+00:00,12,107
0,2026-03-17T07:45:05.507553+00:00,13,15
0,2026-03-17T07:45:05.507553+00:00,13,17
0,2026-03-17T07:45:05.507553+00:00,13,21
0,2026-03-17T07:45:05.507553+00:00,13,25
0,2026-03-17T07:45:05.507553+00:00,13,27
0,2026-03-17T07:45:05.507553+00:00,13,37
0,2026-03-17T07:45:05.507553+00:00,13,40
0,2026-03-17T07:45:05.507553+00:00,13,43
0,2026-03-17T07:45:05.507553+00:00,13,45
0,2026-03-17T07:45:05.507553+00:00,13,47
0,2026-03-17T07:45:05.507553+00:00,13,49
0,2026-03-17T07:45:05.507553+00:00,13,50
0,2026-03-17T07:45:05.507553+00:00,13,51
0,2026-03-17T07:45:05.507553+00:00,13,52
0,2026-03-17T07:45:05.507553+00:00,13,54
0,2026-03-17T07:45:05.507553+00:00,13,55
0,2026-03-17T07:45:05.507553+00:00,13,58
0,2026-03-17T07:45:05.507553+00:00,13,59
0,2026-03-17T07:45:05.507553+00:00,13,61
0,2026-03-17T07:45:05.507553+00:00,13,63
0,2026-03-17T07:45:05.507553+00:00,13,64
0,2026-03-17T07:45:05.507553+00:00,13,66
0,2026-03-17T07:45:05.507553+00:00,13,67
0,2026-03-17T07:45:05.507553+00:00,13,68
0,2026-03-17T07:45:05.507553+00:00,13,69
0,2026-03-17T07:45:05.507553+00:00,13,70
0,2026-03-17T07:45:05.507553+00:00,13,71
0,2026-03-17T07:45:05.507553+00:00,13,73
0,2026-03-17T07:45:05.507553+00:00,13,74
0,2026-03-17T07:45:05.507553+00:00,13,76
0,2026-03-17T07:45:05.507553+00:00,13,77
0,2026-03-17T07:45:05.507553+00:00,13,78
0,2026-03-17T07:45:05.507553+00:00,13,81
0,2026-03-17T07:45:05.507553+00:00,13,84
0,2026-03-17T07:45:05.507553+00:00,13,88
0,2026-03-17T07:45:05.507553+00:00,13,95
0,2026-03-17T07:45:05.507553+00:00,13,100
0,2026-03-17T07:45:05.507553+00:00,13,102
0,2026-03-17T07:45:05.507553+00:00,13,105
0,2026-03-17T07:45:05.507553+00:00,13,107
0,2026-03-17T07:45:05.507553+00:00,13,108
0,2026-03-17T07:45:05.507553+00:00,14,17
0,2026-03-17T07:45:05.507553+00:00,14,22
0,2026-03-17T07:45:05.507553+00:00,14,24
0,2026-03-17T07:45:05.507553+00:00,14,25
0,2026-03-17T07:45:05.507553+00:00,14,38
0,2026-03-17T07:45:05.507553+00:00,14,53
0,2026-03-17T07:45:05.507553+00:00,14,54
0,2026-03-17T07:45:05.507553+00:00,14,56
0,2026-03-17T07:45:05.507553+00:00,14,57
0,2026-03-17T07:45:05.507553+00:00,14,63
0,2026-03-17T07:45:05.507553+00:00,14,64
0,2026-03-17T07:45:05.507553+00:00,14,66
0,2026-03-17T07:45:05.507553+00:00,14,67
0,2026-03-17T07:45:05.507553+00:00,14,68
0,2026-03-17T07:45:05.507553+00:00,14,69
0,2026-03-17T07:45:05.507553+00:00,14,71
0,2026-03-17T07:45:05.507553+00:00,14,72
0,2026-03-17T07:45:05.507553+00:00,14,74
0,2026-03-17T07:45:05.507553+00:00,14,76
0,2026-03-17T07:45:05.507553+00:00,14,77
0,2026-03-17T07:45:05.507553+00:00,14,78
0,2026-03-17T07:45:05.507553+00:00,14,79
0,2026-03-17T07:45:05.507553+00:00,14,83
0,2026-03-17T07:45:05.507553+00:00,14,84
0,2026-03-17T07:45:05.507553+00:00,14,85
0,2026-03-17T07:45:05.507553+00:00,14,86
0,2026-03-17T07:45:05.507553+00:00,14,87
0,2026-03-17T07:45:05.507553+00:00,14,88
0,2026-03-17T07:45:05.507553+00:00,14,89
0,2026-03-17T07:45:05.507553+00:00,14,90
0,2026-03-17T07:45:05.507553+00:00,14,93
0,2026-03-17T07:45:05.507553+00:00,14,95
0,2026-03-17T07:45:05.507553+00:00,14,97
0,2026-03-17T07:45:05.507553+00:00,14,99
0,2026-03-17T07:45:05.507553+00:00,14,100
0,2026-03-17T07:45:05.507553+00:00,14,103
0,2026-03-17T07:45:05.507553+00:00,14,104
0,2026-03-17T07:45:05.507553+00:00,14,105
0,2026-03-17T07:45:05.507553+00:00,14,106
0,2026-03-17T07:45:05.507553+00:00,14,107
0,2026-03-17T07:45:05.507553+00:00,14,108
0,2026-03-17T07:45:05.507553+00:00,15,16
0,2026-03-17T07:45:05.507553+00:00,15,17
0,2026-03-17T07:45:05.507553+00:00,15,19
0,2026-03-17T07:45:05.507553+00:00,15,21
0,2026-03-17T07:45:05.507553+00:00,15,22
0,2026-03-17T07:45:05.507553+00:00,15,24
0,2026-03-17T07:45:05.507553+00:00,15,25
0,2026-03-17T07:45:05.507553+00:00,15,26
0,2026-03-17T07:45:05.507553+00:00,15,28
0,2026-03-17T07:45:05.507553+00:00,15,35
0,2026-03-17T07:45:05.507553+00:00,15,37
0,2026-03-17T07:45:05.507553+00:00,15,38
0,2026-03-17T07:45:05.507553+00:00,15,39
0,2026-03-17T07:45:05.507553+00:00,15,40
0,2026-03-17T07:45:05.507553+00:00,15,42
0,2026-03-17T07:45:05.507553+00:00,15,43
0,2026-03-17T07:45:05.507553+00:00,15,44
0,2026-03-17T07:45:05.507553+00:00,15,45
0,2026-03-17T07:45:05.507553+00:00,15,46
0,2026-03-17T07:45:05.507553+00:00,15,47
0,2026-03-17T07:45:05.507553+00:00,15,49
0,2026-03-17T07:45:05.507553+00:00,15,50
0,2026-03-17T07:45:05.507553+00:00,15,51
0,2026-03-17T07:45:05.507553+00:00,15,52
0,2026-03-17T07:45:05.507553+00:00,15,53
0,2026-03-17T07:45:05.507553+00:00,15,54
0,2026-03-17T07:45:05.507553+00:00,15,55
0,2026-03-17T07:45:05.507553+00:00,15,56
0,2026-03-17T07:45:05.507553+00:00,15,58
0,2026-03-17T07:45:05.507553+00:00,15,59
0,2026-03-17T07:45:05.507553+00:00,15,60
0,2026-03-17T07:45:05.507553+00:00,15,61
0,2026-03-17T07:45:05.507553+00:00,15,62
